Seq. #,Time,Description,Operator,Entry Location/ Bus Route,Exit Location,Product,Rem. Rides,Change (+/-),Balance
2,1/17/17 17:24,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$24.50 
3,1/17/17 17:46,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.05),$21.45 
4,1/18/17 7:57,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$21.45 
5,1/18/17 8:28,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$18.40 
6,1/18/17 17:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$18.40 
7,1/18/17 17:55,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,($2.15),$16.25 
8,1/20/17 10:13,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$16.25 
9,1/20/17 10:28,Exit,Metrorail,Tenleytown-AU,Grosvenor,StoredValue FF,,($3.05),$13.20 
10,1/20/17 15:07,Entry,Metrorail,Grosvenor,,StoredValue FF,,$0.00 ,$13.20 
11,1/20/17 15:22,Exit,Metrorail,Grosvenor,Rockville,StoredValue FF,,($2.60),$10.60 
12,1/23/17 8:12,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$10.60 
13,1/23/17 8:40,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$7.55 
14,1/23/17 18:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$7.55 
15,1/23/17 18:34,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,($2.15),$5.40 
0,1/25/17 8:28,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$5.40 
1,1/25/17 8:55,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$2.35 
2,1/25/17 18:40,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,$30.00 ,$32.35 
3,1/25/17 18:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$32.35 
4,1/25/17 19:03,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.05),$29.30 
5,1/26/17 8:28,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$29.30 
6,1/26/17 8:53,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$26.25 
7,1/26/17 17:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$26.25 
8,1/26/17 18:30,Exit,Metrorail,L'Enfant Plza N,Court House,StoredValue FF,,($2.55),$23.70 
9,1/30/17 9:12,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$23.70 
10,1/30/17 9:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$20.65 
11,1/30/17 18:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$20.65 
12,1/30/17 19:16,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.05),$17.60 
13,1/31/17 8:13,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$17.60 
14,1/31/17 8:39,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.05),$14.55 
15,1/31/17 16:38,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$14.55 
0,1/31/17 17:11,Exit,Metrorail,,Tenleytown-AU,StoredValue FF,,($3.05),$11.50 
