Seq. #,Time,Description,Operator,Entry Location/ Bus Route,Exit Location,Product,Rem. Rides,Change (+/-),Balance
11,8/24/17 8:45,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$30.10 
12,8/24/17 9:11,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.15),$26.95 
13,8/24/17 16:16,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$26.95 
14,8/24/17 16:42,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.15),$23.80 
0,8/28/17 9:23,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,($3.15),$20.65 
15,8/28/17 8:59,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$23.80 
1,8/28/17 17:38,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$20.65 
2,8/28/17 18:03,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.15),$17.50 
3,8/29/17 8:54,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,$0.00 ,$17.50 
4,8/29/17 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,($3.15),$14.35 
5,8/29/17 17:24,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,$0.00 ,$14.35 
6,8/29/17 17:50,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,($3.15),$11.20 
,,,,,,,,,
,,,,,,,Total Spent,($101.90),
